ewoc_code,cropland_name,landcover_name,cropgroup_name,croptype_name,worldcereal_croptype_name,cropland_label,landcover_label,cropgroup_label,croptype_label,worldcereal_croptype_label
11-05-01-006-0,temporary_crops,dry_pulses_legumes,beans_peas,pigeon_peas,dry_pulses_legumes,11,110500000,110500000,110501006,110500000
11-05-01-007-0,temporary_crops,dry_pulses_legumes,beans_peas,indian_pea,dry_pulses_legumes,11,110500000,110500000,110501007,110500000
11-05-02-000-0,temporary_crops,dry_pulses_legumes,legume_mix,legume_mix,dry_pulses_legumes,11,110500000,110500000,110502000,110500000
11-06-00-000-0,temporary_crops,oilseed_crops,oilseed_crops,oilseed_crops,oilseed_crops,11,110600000,110600000,110600000,110600000
11-06-00-001-0,temporary_crops,oilseed_crops,oilseed_crops,sunflower,sunflower,11,110600000,110600000,110600001,110600001
11-06-00-002-0,temporary_crops,oilseed_crops,oilseed_crops,soy_soybeans,soy_soybeans,11,110600000,110600000,110600002,110600002
11-06-00-003-0,temporary_crops,oilseed_crops,oilseed_crops,rapeseed_rape,rapeseed_rape,11,110600000,110600000,110600003,110600003
11-06-00-003-1,temporary_crops,oilseed_crops,oilseed_crops,rapeseed_rape,rapeseed_rape,11,110600000,110600000,110600003,110600003
11-06-00-003-2,temporary_crops,oilseed_crops,oilseed_crops,rapeseed_rape,rapeseed_rape,11,110600000,110600000,110600003,110600003
11-06-00-003-3,temporary_crops,oilseed_crops,oilseed_crops,rapeseed_rape,rapeseed_rape,11,110600000,110600000,110600003,110600003
11-06-00-003-4,temporary_crops,oilseed_crops,oilseed_crops,rapeseed_rape,rapeseed_rape,11,110600000,110600000,110600003,110600003
11-06-00-003-5,temporary_crops,oilseed_crops,oilseed_crops,rapeseed_rape,rapeseed_rape,11,110600000,110600000,110600003,110600003
11-06-00-004-0,temporary_crops,oilseed_crops,oilseed_crops,guizotia_abyssinica_nyger,other_oilseeds,11,110600000,110600000,110600004,110600999
11-06-00-005-0,temporary_crops,oilseed_crops,oilseed_crops,groundnuts,other_oilseeds,11,110600000,110600000,110600005,110600999
11-06-00-006-0,temporary_crops,oilseed_crops,oilseed_crops,castor_bean,other_oilseeds,11,110600000,110600000,110600006,110600999
11-06-00-007-0,temporary_crops,oilseed_crops,oilseed_crops,linseed,other_oilseeds,11,110600000,110600000,110600007,110600999
11-06-00-007-1,temporary_crops,oilseed_crops,oilseed_crops,linseed,other_oilseeds,11,110600000,110600000,110600007,110600999
11-06-00-007-2,temporary_crops,oilseed_crops,oilseed_crops,linseed,other_oilseeds,11,110600000,110600000,110600007,110600999
11-06-00-007-3,temporary_crops,oilseed_crops,oilseed_crops,linseed,other_oilseeds,11,110600000,110600000,110600007,110600999
11-06-00-008-0,temporary_crops,oilseed_crops,oilseed_crops,mustard,other_oilseeds,11,110600000,110600000,110600008,110600999
11-06-00-008-1,temporary_crops,oilseed_crops,oilseed_crops,mustard,other_oilseeds,11,110600000,110600000,110600008,110600999
11-06-00-008-2,temporary_crops,oilseed_crops,oilseed_crops,mustard,other_oilseeds,11,110600000,110600000,110600008,110600999
11-06-00-008-3,temporary_crops,oilseed_crops,oilseed_crops,mustard,other_oilseeds,11,110600000,110600000,110600008,110600999
11-06-00-009-0,temporary_crops,oilseed_crops,oilseed_crops,safflower,other_oilseeds,11,110600000,110600000,110600009,110600999
11-06-00-010-0,temporary_crops,oilseed_crops,oilseed_crops,sesame,other_oilseeds,11,110600000,110600000,110600010,110600999
11-06-00-011-0,temporary_crops,oilseed_crops,oilseed_crops,camelina,other_oilseeds,11,110600000,110600000,110600011,110600999
11-06-00-012-0,temporary_crops,oilseed_crops,oilseed_crops,oil_radish,other_oilseeds,11,110600000,110600000,110600012,110600999
11-06-01-000-0,temporary_crops,oilseed_crops,oilseeds_mixture,oilseeds_mixture,oilseeds_mixture,11,110600000,110601000,110601000,110601000
11-07-00-000-0,temporary_crops,root_tuber_crops,root_tuber_crops,root_tuber_crops,root_tuber_crops,11,110700000,110700000,110700000,110700000
11-07-00-001-0,temporary_crops,root_tuber_crops,root_tuber_crops,potatoes,root_tuber_crops,11,110700000,110700000,110700001,110700000
11-07-00-001-1,temporary_crops,root_tuber_crops,root_tuber_crops,potatoes,root_tuber_crops,11,110700000,110700000,110700001,110700000
11-07-00-001-2,temporary_crops,root_tuber_crops,root_tuber_crops,potatoes,root_tuber_crops,11,110700000,110700000,110700001,110700000
11-07-00-001-3,temporary_crops,root_tuber_crops,root_tuber_crops,potatoes,root_tuber_crops,11,110700000,110700000,110700001,110700000
11-07-00-002-0,temporary_crops,root_tuber_crops,root_tuber_crops,sweet_potatoes,root_tuber_crops,11,110700000,110700000,110700002,110700000
11-07-00-003-0,temporary_crops,root_tuber_crops,root_tuber_crops,beet,root_tuber_crops,11,110700000,110700000,110700003,110700000
11-07-00-003-1,temporary_crops,root_tuber_crops,root_tuber_crops,beet,root_tuber_crops,11,110700000,110700000,110700003,110700000
11-07-00-003-2,temporary_crops,root_tuber_crops,root_tuber_crops,beet,root_tuber_crops,11,110700000,110700000,110700003,110700000
11-07-00-003-3,temporary_crops,root_tuber_crops,root_tuber_crops,beet,root_tuber_crops,11,110700000,110700000,110700003,110700000
11-07-00-004-0,temporary_crops,root_tuber_crops,root_tuber_crops,cassava,root_tuber_crops,11,110700000,110700000,110700004,110700000
11-07-00-005-0,temporary_crops,root_tuber_crops,root_tuber_crops,yams,root_tuber_crops,11,110700000,110700000,110700005,110700000
11-08-00-000-0,temporary_crops,fibre_crops,fibre_crops,fibre_crops,fibre_crops,11,110800000,110800000,110800000,110800000
11-08-00-001-0,temporary_crops,fibre_crops,fibre_crops,cotton,fibre_crops,11,110800000,110800000,110800001,110800000
11-08-00-002-0,temporary_crops,fibre_crops,fibre_crops,jute_kenaf,fibre_crops,11,110800000,110800000,110800002,110800000
11-08-01-000-0,temporary_crops,fibre_crops,fibre_oleaginous_crops,fibre_oleaginous_crops,fibre_crops,11,110800000,110800000,110801000,110800000
11-08-02-000-0,temporary_crops,fibre_crops,flax_hemp,flax_hemp,fibre_crops,11,110800000,110800000,110802000,110800000
11-08-02-001-0,temporary_crops,fibre_crops,flax_hemp,flax,fibre_crops,11,110800000,110800000,110802001,110800000
11-08-02-002-0,temporary_crops,fibre_crops,flax_hemp,hemp,fibre_crops,11,110800000,110800000,110802002,110800000
11-08-02-002-1,temporary_crops,fibre_crops,flax_hemp,hemp,fibre_crops,11,110800000,110800000,110802002,110800000
11-09-00-000-0,temporary_crops,herb_spice_medicinal_crops,herb_spice_medicinal_crops,herb_spice_medicinal_crops,herb_spice_medicinal_crops,11,110900000,110900000,110900000,110900000
11-09-00-001-0,temporary_crops,herb_spice_medicinal_crops,herb_spice_medicinal_crops,sage_chia,herb_spice_medicinal_crops,11,110900000,110900000,110900001,110900000
11-09-00-002-0,temporary_crops,herb_spice_medicinal_crops,herb_spice_medicinal_crops,actaea_baneberry_christopher_herbs,herb_spice_medicinal_crops,11,110900000,110900000,110900002,110900000
11-09-00-003-0,temporary_crops,herb_spice_medicinal_crops,herb_spice_medicinal_crops,alchemilla_ladys_mantle,herb_spice_medicinal_crops,11,110900000,110900000,110900003,110900000
11-09-00-004-0,temporary_crops,herb_spice_medicinal_crops,herb_spice_medicinal_crops,anethum_dill,herb_spice_medicinal_crops,11,110900000,110900000,110900004,110900000
11-09-00-005-0,temporary_crops,herb_spice_medicinal_crops,herb_spice_medicinal_crops,angelica,herb_spice_medicinal_crops,11,110900000,110900000,110900005,110900000
11-09-00-006-0,temporary_crops,herb_spice_medicinal_crops,herb_spice_medicinal_crops,anise_aniseed,herb_spice_medicinal_crops,11,110900000,110900000,110900006,110900000
11-09-00-007-0,temporary_crops,herb_spice_medicinal_crops,herb_spice_medicinal_crops,artemisia,herb_spice_medicinal_crops,11,110900000,110900000,110900007,110900000
11-09-00-008-0,temporary_crops,herb_spice_medicinal_crops,herb_spice_medicinal_crops,basil,herb_spice_medicinal_crops,11,110900000,110900000,110900008,110900000
11-09-00-009-0,temporary_crops,herb_spice_medicinal_crops,herb_spice_medicinal_crops,black_cumin,herb_spice_medicinal_crops,11,110900000,110900000,110900009,110900000
11-09-00-010-0,temporary_crops,herb_spice_medicinal_crops,herb_spice_medicinal_crops,borage,herb_spice_medicinal_crops,11,110900000,110900000,110900010,110900000
11-09-00-011-0,temporary_crops,herb_spice_medicinal_crops,herb_spice_medicinal_crops,calendula_marigold,herb_spice_medicinal_crops,11,110900000,110900000,110900011,110900000
11-09-00-012-0,temporary_crops,herb_spice_medicinal_crops,herb_spice_medicinal_crops,caraway,herb_spice_medicinal_crops,11,110900000,110900000,110900012,110900000
11-09-00-013-0,temporary_crops,herb_spice_medicinal_crops,herb_spice_medicinal_crops,catnip,herb_spice_medicinal_crops,11,110900000,110900000,110900013,110900000
11-09-00-014-0,temporary_crops,herb_spice_medicinal_crops,herb_spice_medicinal_crops,chamomile,herb_spice_medicinal_crops,11,110900000,110900000,110900014,110900000
11-09-00-015-0,temporary_crops,herb_spice_medicinal_crops,herb_spice_medicinal_crops,chervil,herb_spice_medicinal_crops,11,110900000,110900000,110900015,110900000
11-09-00-016-0,temporary_crops,herb_spice_medicinal_crops,herb_spice_medicinal_crops,coriander,herb_spice_medicinal_crops,11,110900000,110900000,110900016,110900000
11-09-00-017-0,temporary_crops,herb_spice_medicinal_crops,herb_spice_medicinal_crops,ericaceae_heather,herb_spice_medicinal_crops,11,110900000,110900000,110900017,110900000
11-09-00-018-0,temporary_crops,herb_spice_medicinal_crops,herb_spice_medicinal_crops,galium_bedstraw,herb_spice_medicinal_crops,11,110900000,110900000,110900018,110900000
11-09-00-019-0,temporary_crops,herb_spice_medicinal_crops,herb_spice_medicinal_crops,hibiscus,herb_spice_medicinal_crops,11,110900000,110900000,110900019,110900000
11-09-00-020-0,temporary_crops,herb_spice_medicinal_crops,herb_spice_medicinal_crops,lavender_lavandula,herb_spice_medicinal_crops,11,110900000,110900000,110900020,110900000
11-09-00-021-0,temporary_crops,herb_spice_medicinal_crops,herb_spice_medicinal_crops,lemon_balm_melissa,herb_spice_medicinal_crops,11,110900000,110900000,110900021,110900000
11-09-00-022-0,temporary_crops,herb_spice_medicinal_crops,herb_spice_medicinal_crops,lovage_maggiplant,herb_spice_medicinal_crops,11,110900000,110900000,110900022,110900000
11-09-00-023-0,temporary_crops,herb_spice_medicinal_crops,herb_spice_medicinal_crops,mints_peppermint,herb_spice_medicinal_crops,11,110900000,110900000,110900023,110900000
11-09-00-024-0,temporary_crops,herb_spice_medicinal_crops,herb_spice_medicinal_crops,moldavian_dragonhead,herb_spice_medicinal_crops,11,110900000,110900000,110900024,110900000
11-09-00-025-0,temporary_crops,herb_spice_medicinal_crops,herb_spice_medicinal_crops,nasturtiums,herb_spice_medicinal_crops,11,110900000,110900000,110900025,110900000
11-09-00-026-0,temporary_crops,herb_spice_medicinal_crops,herb_spice_medicinal_crops,nettles,herb_spice_medicinal_crops,11,110900000,110900000,110900026,110900000
11-09-00-027-0,temporary_crops,herb_spice_medicinal_crops,herb_spice_medicinal_crops,oregano,herb_spice_medicinal_crops,11,110900000,110900000,110900027,110900000
11-09-00-028-0,temporary_crops,herb_spice_medicinal_crops,herb_spice_medicinal_crops,parsley,herb_spice_medicinal_crops,11,110900000,110900000,110900028,110900000
11-09-00-028-1,temporary_crops,herb_spice_medicinal_crops,herb_spice_medicinal_crops,parsley,herb_spice_medicinal_crops,11,110900000,110900000,110900028,110900000
11-09-00-029-0,temporary_crops,herb_spice_medicinal_crops,herb_spice_medicinal_crops,piper_pepper,herb_spice_medicinal_crops,11,110900000,110900000,110900029,110900000
11-09-00-030-0,temporary_crops,herb_spice_medicinal_crops,herb_spice_medicinal_crops,polygonum,herb_spice_medicinal_crops,11,110900000,110900000,110900030,110900000
11-09-00-031-0,temporary_crops,herb_spice_medicinal_crops,herb_spice_medicinal_crops,rosemary,herb_spice_medicinal_crops,11,110900000,110900000,110900031,110900000
11-09-00-032-0,temporary_crops,herb_spice_medicinal_crops,herb_spice_medicinal_crops,rubia_tinctorum_common_madder,herb_spice_medicinal_crops,11,110900000,110900000,110900032,110900000
11-09-00-033-0,temporary_crops,herb_spice_medicinal_crops,herb_spice_medicinal_crops,saffron_crocus_sativus,herb_spice_medicinal_crops,11,110900000,110900000,110900033,110900000
11-09-00-034-0,temporary_crops,herb_spice_medicinal_crops,herb_spice_medicinal_crops,silver_comb,herb_spice_medicinal_crops,11,110900000,110900000,110900034,110900000
11-09-00-035-0,temporary_crops,herb_spice_medicinal_crops,herb_spice_medicinal_crops,st_johns_wort,herb_spice_medicinal_crops,11,110900000,110900000,110900035,110900000
11-09-00-036-0,temporary_crops,herb_spice_medicinal_crops,herb_spice_medicinal_crops,stachys_hedgenettle_chinese_artichoke,herb_spice_medicinal_crops,11,110900000,110900000,110900036,110900000
11-09-00-037-0,temporary_crops,herb_spice_medicinal_crops,herb_spice_medicinal_crops,tarragon,herb_spice_medicinal_crops,11,110900000,110900000,110900037,110900000
11-09-00-038-0,temporary_crops,herb_spice_medicinal_crops,herb_spice_medicinal_crops,thyme,herb_spice_medicinal_crops,11,110900000,110900000,110900038,110900000
11-09-00-039-0,temporary_crops,herb_spice_medicinal_crops,herb_spice_medicinal_crops,valerian,herb_spice_medicinal_crops,11,110900000,110900000,110900039,110900000
11-09-00-040-0,temporary_crops,herb_spice_medicinal_crops,herb_spice_medicinal_crops,yarrow,herb_spice_medicinal_crops,11,110900000,110900000,110900040,110900000
11-09-00-041-0,temporary_crops,herb_spice_medicinal_crops,herb_spice_medicinal_crops,marian_thistles,herb_spice_medicinal_crops,11,110900000,110900000,110900041,110900000
11-09-00-048-0,temporary_crops,herb_spice_medicinal_crops,herb_spice_medicinal_crops,ginger,herb_spice_medicinal_crops,11,110900000,110900000,110900048,110900000
11-09-00-049-0,temporary_crops,herb_spice_medicinal_crops,herb_spice_medicinal_crops,vanilla,herb_spice_medicinal_crops,10,0,0,110900049,0
11-09-00-049-1,temporary_crops,herb_spice_medicinal_crops,herb_spice_medicinal_crops,vanilla,herb_spice_medicinal_crops,10,0,0,110900049,0
11-09-00-049-2,temporary_crops,herb_spice_medicinal_crops,herb_spice_medicinal_crops,vanilla,herb_spice_medicinal_crops,10,0,0,110900049,0
11-09-00-050-0,temporary_crops,herb_spice_medicinal_crops,herb_spice_medicinal_crops,tobacco,herb_spice_medicinal_crops,11,110900000,110900000,110900050,110900000
11-09-00-051-0,temporary_crops,herb_spice_medicinal_crops,herb_spice_medicinal_crops,hops,herb_spice_medicinal_crops,11,110900000,110900000,110900051,110900000
11-09-00-052-0,temporary_crops,herb_spice_medicinal_crops,herb_spice_medicinal_crops,poppy,herb_spice_medicinal_crops,11,110900000,110900000,110900052,110900000
11-09-00-052-1,temporary_crops,herb_spice_medicinal_crops,herb_spice_medicinal_crops,poppy,herb_spice_medicinal_crops,11,110900000,110900000,110900052,110900000
11-09-00-052-2,temporary_crops,herb_spice_medicinal_crops,herb_spice_medicinal_crops,poppy,herb_spice_medicinal_crops,11,110900000,110900000,110900052,110900000
11-09-00-054-0,temporary_crops,herb_spice_medicinal_crops,herb_spice_medicinal_crops,savory,herb_spice_medicinal_crops,11,110900000,110900000,110900054,110900000
11-09-00-055-0,temporary_crops,herb_spice_medicinal_crops,herb_spice_medicinal_crops,psyllium,herb_spice_medicinal_crops,11,110900000,110900000,110900055,110900000
11-09-00-055-1,temporary_crops,herb_spice_medicinal_crops,herb_spice_medicinal_crops,psyllium_black,herb_spice_medicinal_crops,11,110900000,110900000,110900055,110900000
11-09-00-055-2,temporary_crops,herb_spice_medicinal_crops,herb_spice_medicinal_crops,psyllium_plantain,herb_spice_medicinal_crops,11,110900000,110900000,110900055,110900000
11-09-00-056-0,temporary_crops,herb_spice_medicinal_crops,herb_spice_medicinal_crops,bugleweed,herb_spice_medicinal_crops,11,110900000,110900000,110900056,110900000
11-09-00-057-0,temporary_crops,herb_spice_medicinal_crops,herb_spice_medicinal_crops,curcuma_turmeric,herb_spice_medicinal_crops,11,110900000,110900000,110900057,110900000
11-09-00-058-0,temporary_crops,herb_spice_medicinal_crops,herb_spice_medicinal_crops,speedwell_veronica,herb_spice_medicinal_crops,11,110900000,110900000,110900058,110900000
11-09-00-059-0,temporary_crops,herb_spice_medicinal_crops,herb_spice_medicinal_crops,hyssop,herb_spice_medicinal_crops,11,110900000,110900000,110900059,110900000
11-10-00-000-0,temporary_crops,flower_crops,flower_crops,flower_crops,flower_crops,11,111000000,111000000,111000000,111000000
11-10-00-001-0,temporary_crops,flower_crops,flower_crops,adonis,flower_crops,11,111000000,111000000,111000001,111000000
11-10-00-002-0,temporary_crops,flower_crops,flower_crops,anemones_windflowers,flower_crops,11,111000000,111000000,111000002,111000000
11-10-00-003-0,temporary_crops,flower_crops,flower_crops,asters,flower_crops,11,111000000,111000000,111000003,111000000
11-10-00-004-0,temporary_crops,flower_crops,flower_crops,begonias,flower_crops,11,111000000,111000000,111000004,111000000
11-10-00-005-0,temporary_crops,flower_crops,flower_crops,bluebells,flower_crops,11,111000000,111000000,111000005,111000000
11-10-00-006-0,temporary_crops,flower_crops,flower_crops,bulrush,flower_crops,11,111000000,111000000,111000006,111000000
11-10-00-007-0,temporary_crops,flower_crops,flower_crops,burnet,flower_crops,11,111000000,111000000,111000007,111000000
11-10-00-008-0,temporary_crops,flower_crops,flower_crops,carnation,flower_crops,11,111000000,111000000,111000008,111000000
11-10-00-009-0,temporary_crops,flower_crops,flower_crops,chrysanthemum,flower_crops,11,111000000,111000000,111000009,111000000
11-10-00-010-0,temporary_crops,flower_crops,flower_crops,cornflowers,flower_crops,11,111000000,111000000,111000010,111000000
11-10-00-011-0,temporary_crops,flower_crops,flower_crops,corsican_hellebore,flower_crops,11,111000000,111000000,111000011,111000000
11-10-00-012-0,temporary_crops,flower_crops,flower_crops,dahlia,flower_crops,11,111000000,111000000,111000012,111000000
11-10-00-013-0,temporary_crops,flower_crops,flower_crops,daisy_daisies,flower_crops,11,111000000,111000000,111000013,111000000
11-10-00-014-0,temporary_crops,flower_crops,flower_crops,dandelions,flower_crops,11,111000000,111000000,111000014,111000000
11-10-00-015-0,temporary_crops,flower_crops,flower_crops,echinacea_sun_hat,flower_crops,11,111000000,111000000,111000015,111000000
11-10-00-016-0,temporary_crops,flower_crops,flower_crops,edelweiss,flower_crops,11,111000000,111000000,111000016,111000000
11-10-00-017-0,temporary_crops,flower_crops,flower_crops,fiddleneck_amsinckia,flower_crops,11,111000000,111000000,111000017,111000000
11-10-00-018-0,temporary_crops,flower_crops,flower_crops,fuchsias,flower_crops,11,111000000,111000000,111000018,111000000
11-10-00-019-0,temporary_crops,flower_crops,flower_crops,galega,flower_crops,11,111000000,111000000,111000019,111000000
11-10-00-020-0,temporary_crops,flower_crops,flower_crops,gentians,flower_crops,11,111000000,111000000,111000020,111000000
11-10-00-021-0,temporary_crops,flower_crops,flower_crops,gladiolus_gladioli,flower_crops,11,111000000,111000000,111000021,111000000
11-10-00-022-0,temporary_crops,flower_crops,flower_crops,goldenrod,flower_crops,11,111000000,111000000,111000022,111000000
11-10-00-023-0,temporary_crops,flower_crops,flower_crops,iris,flower_crops,11,111000000,111000000,111000023,111000000
11-10-00-024-0,temporary_crops,flower_crops,flower_crops,isatis_tinctoria_woad,flower_crops,11,111000000,111000000,111000024,111000000
11-10-00-025-0,temporary_crops,flower_crops,flower_crops,lilies,flower_crops,11,111000000,111000000,111000025,111000000
11-10-00-026-0,temporary_crops,flower_crops,flower_crops,lotus,flower_crops,11,111000000,111000000,111000026,111000000
11-10-00-027-0,temporary_crops,flower_crops,flower_crops,lunaria_honesty_silver,flower_crops,11,111000000,111000000,111000027,111000000
11-10-00-028-0,temporary_crops,flower_crops,flower_crops,malva,flower_crops,11,111000000,111000000,111000028,111000000
11-10-00-029-0,temporary_crops,flower_crops,flower_crops,milk_star,flower_crops,11,111000000,111000000,111000029,111000000
11-10-00-030-0,temporary_crops,flower_crops,flower_crops,miscanthus_silvergrass,flower_crops,11,111000000,111000000,111000030,111000000
11-10-00-031-0,temporary_crops,flower_crops,flower_crops,monstera_adansonii_eyelet,flower_crops,11,111000000,111000000,111000031,111000000
11-10-00-032-0,temporary_crops,flower_crops,flower_crops,moonseed,flower_crops,11,111000000,111000000,111000032,111000000
11-10-00-033-0,temporary_crops,flower_crops,flower_crops,narcissus_daffodil,flower_crops,11,111000000,111000000,111000033,111000000
11-10-00-034-0,temporary_crops,flower_crops,flower_crops,peony_peonies,flower_crops,11,111000000,111000000,111000034,111000000
11-10-00-035-0,temporary_crops,flower_crops,flower_crops,primrose,flower_crops,11,111000000,111000000,111000035,111000000
11-10-00-037-0,temporary_crops,flower_crops,flower_crops,roses,flower_crops,11,111000000,111000000,111000037,111000000
11-10-00-038-0,temporary_crops,flower_crops,flower_crops,rudbeckia_coneflowers,flower_crops,11,111000000,111000000,111000038,111000000
11-10-00-040-0,temporary_crops,flower_crops,flower_crops,salsify,flower_crops,11,111000000,111000000,111000040,111000000
11-10-00-041-0,temporary_crops,flower_crops,flower_crops,sanvitalia_procumbens,flower_crops,11,111000000,111000000,111000041,111000000
11-10-00-042-0,temporary_crops,flower_crops,flower_crops,serradella,flower_crops,11,111000000,111000000,111000042,111000000
11-10-00-043-0,temporary_crops,flower_crops,flower_crops,silene_catchfly,flower_crops,11,111000000,111000000,111000043,111000000
11-10-00-044-0,temporary_crops,flower_crops,flower_crops,silphium_rosinweeds,flower_crops,11,111000000,111000000,111000044,111000000
11-10-00-045-0,temporary_crops,flower_crops,flower_crops,snapdragons,flower_crops,11,111000000,111000000,111000045,111000000
11-10-00-046-0,temporary_crops,flower_crops,flower_crops,stonecrop,flower_crops,11,111000000,111000000,111000046,111000000
11-10-00-047-0,temporary_crops,flower_crops,flower_crops,tagetes,flower_crops,11,111000000,111000000,111000047,111000000
11-10-00-048-0,temporary_crops,flower_crops,flower_crops,thimbles,flower_crops,11,111000000,111000000,111000048,111000000
11-10-00-049-0,temporary_crops,flower_crops,flower_crops,tulips,flower_crops,11,111000000,111000000,111000049,111000000
11-10-00-050-0,temporary_crops,flower_crops,flower_crops,viola,flower_crops,11,111000000,111000000,111000050,111000000
11-10-00-051-0,temporary_crops,flower_crops,flower_crops,violets_pansies,flower_crops,11,111000000,111000000,111000051,111000000
11-10-00-052-0,temporary_crops,flower_crops,flower_crops,zinnias,flower_crops,11,111000000,111000000,111000052,111000000
11-10-00-053-0,temporary_crops,flower_crops,flower_crops,geranium,flower_crops,11,111000000,111000000,111000053,111000000
11-10-00-054-0,temporary_crops,flower_crops,flower_crops,knapweed,flower_crops,11,111000000,111000000,111000054,111000000
11-10-00-055-0,temporary_crops,flower_crops,flower_crops,crocus,flower_crops,11,111000000,111000000,111000055,111000000
11-10-00-056-0,temporary_crops,flower_crops,flower_crops,calla,flower_crops,11,111000000,111000000,111000056,111000000
11-10-00-057-0,temporary_crops,flower_crops,flower_crops,belladona_lilly,flower_crops,11,111000000,111000000,111000057,111000000
11-10-00-058-0,temporary_crops,flower_crops,flower_crops,allium_flower,flower_crops,11,111000000,111000000,111000058,111000000
11-10-00-059-0,temporary_crops,flower_crops,flower_crops,common_grape_hyacinth,flower_crops,11,111000000,111000000,111000059,111000000
11-10-00-060-0,temporary_crops,flower_crops,flower_crops,myosotis,flower_crops,11,111000000,111000000,111000060,111000000
11-10-00-061-0,temporary_crops,flower_crops,flower_crops,hyacinth,flower_crops,11,111000000,111000000,111000061,111000000
11-11-00-000-0,temporary_crops,grass_fodder_crops,grass_fodder_crops,grass_fodder_crops,grass_fodder_crops,11,111100000,111100000,111100000,111100000
11-11-00-001-0,temporary_crops,grass_fodder_crops,grass_fodder_crops,temporary_grass,grass_fodder_crops,11,111100000,111100000,111100001,111100000
11-11-00-002-0,temporary_crops,grass_fodder_crops,grass_fodder_crops,sudan_grass,grass_fodder_crops,11,111100000,111100000,111100002,111100000
11-11-01-000-0,temporary_crops,grass_fodder_crops,poaceae_grasses,poaceae_grasses,grass_fodder_crops,11,111100000,111100000,111101000,111100000
11-11-01-001-0,temporary_crops,grass_fodder_crops,poaceae_grasses,elymus,grass_fodder_crops,11,111100000,111100000,111101001,111100000
11-11-01-002-0,temporary_crops,grass_fodder_crops,poaceae_grasses,festuca_fescue,grass_fodder_crops,11,111100000,111100000,111101002,111100000
11-11-01-002-1,temporary_crops,grass_fodder_crops,poaceae_grasses,festuca_fescue,grass_fodder_crops,11,111100000,111100000,111101002,111100000
11-11-01-002-2,temporary_crops,grass_fodder_crops,poaceae_grasses,festuca_fescue,grass_fodder_crops,11,111100000,111100000,111101002,111100000
11-11-01-003-0,temporary_crops,grass_fodder_crops,poaceae_grasses,cocksfoot_catgrass_dactyl,grass_fodder_crops,11,111100000,111100000,111101003,111100000
11-11-01-004-0,temporary_crops,grass_fodder_crops,poaceae_grasses,festulolium,grass_fodder_crops,11,111100000,111100000,111101004,111100000
11-11-01-005-0,temporary_crops,grass_fodder_crops,poaceae_grasses,lolium_ryegrass,grass_fodder_crops,11,111100000,111100000,111101005,111100000
11-11-01-005-1,temporary_crops,grass_fodder_crops,poaceae_grasses,lolium_ryegrass,grass_fodder_crops,11,111100000,111100000,111101005,111100000
11-11-01-005-2,temporary_crops,grass_fodder_crops,poaceae_grasses,lolium_ryegrass,grass_fodder_crops,11,111100000,111100000,111101005,111100000
11-11-01-006-0,temporary_crops,grass_fodder_crops,poaceae_grasses,setaria,grass_fodder_crops,11,111100000,111100000,111101006,111100000
11-11-01-007-0,temporary_crops,grass_fodder_crops,poaceae_grasses,sod_turf,grass_fodder_crops,11,111100000,111100000,111101007,111100000
11-11-01-008-0,temporary_crops,grass_fodder_crops,poaceae_grasses,switchgrass,grass_fodder_crops,11,111100000,111100000,111101008,111100000
11-11-01-009-0,temporary_crops,grass_fodder_crops,poaceae_grasses,timothy,grass_fodder_crops,11,111100000,111100000,111101009,111100000
11-11-01-010-0,temporary_crops,grass_fodder_crops,poaceae_grasses,sugar_cane,grass_fodder_crops,11,111100000,111100000,111101010,111100000
11-11-01-011-0,temporary_crops,grass_fodder_crops,poaceae_grasses,brome_grasses,grass_fodder_crops,11,111100000,111100000,111101011,111100000
11-11-01-012-0,temporary_crops,grass_fodder_crops,poaceae_grasses,vetiver_khus,grass_fodder_crops,11,111100000,111100000,111101012,111100000
11-11-01-013-0,temporary_crops,grass_fodder_crops,poaceae_grasses,agrostis,grass_fodder_crops,11,111100000,111100000,111101013,111100000
11-11-01-014-0,temporary_crops,grass_fodder_crops,poaceae_grasses,oatgrass,grass_fodder_crops,11,111100000,111100000,111101014,111100000
11-11-01-015-0,temporary_crops,grass_fodder_crops,poaceae_grasses,kentucky_bluegrass,grass_fodder_crops,11,111100000,111100000,111101015,111100000
11-11-02-000-0,temporary_crops,grass_fodder_crops,legumes_harvested_green,legumes_harvested_green,grass_fodder_crops,11,111100000,111100000,111102000,111100000
11-11-02-001-0,temporary_crops,grass_fodder_crops,legumes_harvested_green,alfalfa_lucerne,grass_fodder_crops,11,111100000,111100000,111102001,111100000
11-11-02-001-1,temporary_crops,grass_fodder_crops,legumes_harvested_green,alfalfa_lucerne,grass_fodder_crops,11,111100000,111100000,111102001,111100000
11-11-02-001-2,temporary_crops,grass_fodder_crops,legumes_harvested_green,alfalfa_lucerne,grass_fodder_crops,11,111100000,111100000,111102001,111100000
11-11-02-002-0,temporary_crops,grass_fodder_crops,legumes_harvested_green,arachis,grass_fodder_crops,11,111100000,111100000,111102002,111100000
11-11-02-003-0,temporary_crops,grass_fodder_crops,legumes_harvested_green,clover,grass_fodder_crops,11,111100000,111100000,111102003,111100000
11-11-02-003-1,temporary_crops,grass_fodder_crops,legumes_harvested_green,clover,grass_fodder_crops,11,111100000,111100000,111102003,111100000
